ID,型,お題,属性,心の読み,A側の表記,B側の表記,掛けた対象,完成文章,人間の評価
,フレーズ・慣用句型,行う秋の学校の運動会,開会式などで選手が綺麗に並ぶ様子,せいぜんとならぶ,整然と並ぶ（選手たちが綺麗に整列する）,整然と並ぶ（商品が秩序立って陳列される）,陳列棚に並んだ新製品,行う秋の学校の運動会とかけて、陳列棚に並んだ新製品と解く。その心は「どちらも『整然と並ぶ』でしょう。」,
,フレーズ・慣用句型,行う秋の学校の運動会,競技や応援で身体を動かし、体温が上がる状態,あせをかく,汗をかく（身体を動かして出る汗）,汗をかく（緊張や努力によって出る汗、冷や汗）,初めて大勢の前でプレゼンする新人社員,行う秋の学校の運動会とかけて、初めて大勢の前でプレゼンする新人社員と解く。その心は「どちらも『汗をかく』でしょう。」,
,完全な同音異義語型,刈る秋の田んぼの稲刈り,作業が終わりを告げること,かんりょう,稲刈りが完了する,勘定（会計、支払い）,食事を終え、店員を呼ぶ客,「刈る秋の田んぼの稲刈り」とかけて、「食事を終え、店員を呼ぶ客」と解く。その心は「どちらも『かんりょう』でしょう。」,
,完全な同音異義語型,刈る秋の田んぼの稲刈り,稲を刈り取るための道具,かま,鎌を使う,釜（風呂、ご飯を炊くもの）,お風呂を沸かす準備,「刈る秋の田んぼの稲刈り」とかけて、「お風呂を沸かす準備」と解く。その心は「どちらも『かま』を使うでしょう。」,
,多義語型,刈る秋の田んぼの稲刈り,作物として豊かな成果が得られること,みのり,稲の豊かな実り,実り（努力の結果、成果）,長年の努力が報われた研究者,「刈る秋の田んぼの稲刈り」とかけて、「長年の努力が報われた研究者」と解く。その心は「どちらも『実り』があるでしょう。」,
,多義語型,刈る秋の田んぼの稲刈り,収穫作業が終わり、田んぼが整頓される様子,かたづく,田んぼが片付く,片付く（結婚が決まる、問題が解決する）,結婚が決まった女性,「刈る秋の田んぼの稲刈り」とかけて、「結婚が決まった女性」と解く。その心は「どちらも『片付く』でしょう。」,
,フレーズ・慣用句型,刈る秋の田んぼの稲刈り,手間暇をかけて作業を進めること,てまをかける,稲刈りは手間をかける作業だ,手間をかける（丹精込めて育てる、面倒を見る）,丹精込めて育てられた盆栽,「刈る秋の田んぼの稲刈り」とかけて、「丹精込めて育てられた盆栽」と解く。その心は「どちらも『手間をかける』でしょう。」,
,フレーズ・慣用句型,刈る秋の田んぼの稲刈り,収穫した稲を積み重ねていくこと,つみあげる,刈り取った稲を積み上げる,積み上げる（経験や実績を重ねる）,長年の経験を持つベテラン職人,「刈る秋の田んぼの稲刈り」とかけて、「長年の経験を持つベテラン職人」と解く。その心は「どちらも『積み上げる』でしょう。」,
,完全な同音異義語型,出す夏の暑中見舞い,郵便物を相手に届ける行為,おくる,送る,贈る,誕生日のプレゼント,出す夏の暑中見舞いとかけて、誕生日のプレゼントと解く。その心は「どちらも『おくる』でしょう。」,
,完全な同音異義語型,出す夏の暑中見舞い,手紙に文字やメッセージを書き残すこと,きす,記す,キス,恋人同士の愛情表現,出す夏の暑中見舞いとかけて、恋人同士の愛情表現と解く。その心は「どちらも『記す（キス）』でしょう。」,
,多義語型,出す夏の暑中見舞い,メッセージや情報を発信する行為,はっしん,発信,発進,ロケット,出す夏の暑中見舞いとかけて、ロケットと解く。その心は「どちらも『発信する（発進する）』でしょう。」,
,多義語型,出す夏の暑中見舞い,相手の安否や健康を気遣うこと,あんじる,案じる,案じる（計画を練る）,新規プロジェクトの企画担当者,出す夏の暑中見舞いとかけて、新規プロジェクトの企画担当者と解く。その心は「どちらも『案じる』でしょう。」,
,フレーズ・慣用句型,出す夏の暑中見舞い,特定の季節に行われる習慣であること,きせつもの,季節物,季節物（旬の食材など）,旬の食材,出す夏の暑中見舞いとかけて、旬の食材と解く。その心は「どちらも『季節物』でしょう。」,
,フレーズ・慣用句型,出す夏の暑中見舞い,人との関係や縁を継続させること,えんをむすぶ,縁を結ぶ,縁を結ぶ（物理的に紐などを結ぶ）,和服の帯,出す夏の暑中見舞いとかけて、和服の帯と解く。その心は「どちらも『縁を結ぶ』でしょう。」,
,完全な同音異義語型,貰う新年の年賀状,郵便物として人々に届け「送られる」,おくられる,送られる,贈られる,誕生日プレゼント,「貰う新年の年賀状」とかけて、「誕生日プレゼント」と解く。その心は「どちらも『おくられる（送られる／贈られる）』」でしょう。,
,完全な同音異義語型,貰う新年の年賀状,郵便としてポストに「届く」,とどく,届く,轟く,雷鳴,「貰う新年の年賀状」とかけて、「雷鳴」と解く。その心は「どちらも『とどく（届く／轟く）』」でしょう。,
,多義語型,貰う新年の年賀状,相手を「思う」気持ちが込められている,おもい,思い,重い,大量の引っ越し荷物,「貰う新年の年賀状」とかけて、「大量の引っ越し荷物」と解く。その心は「どちらも『おもい（思い／重い）』」でしょう。,
,多義語型,貰う新年の年賀状,束になってポストに「纏まる」,まとまる,纏まる,纏まる,会議で意見を出し合った参加者,「貰う新年の年賀状」とかけて、「会議で意見を出し合った参加者」と解く。その心は「どちらも『纏まる』」でしょう。,
,フレーズ・慣用句型,貰う新年の年賀状,新年という区切りで「新たなスタート」を切る感覚,あらたなスタート,新たなスタート,新たなスタート,転職して新しい会社で働き始める人,「貰う新年の年賀状」とかけて、「転職して新しい会社で働き始める人」と解く。その心は「どちらも『新たなスタート』」でしょう。,
,フレーズ・慣用句型,貰う新年の年賀状,大量に届いて「山のように」なる様子,やまのように,山のように,山のように,締め切りに追われる編集者,「貰う新年の年賀状」とかけて、「締め切りに追われる編集者」と解く。その心は「どちらも『山のように（ある）』」でしょう。,
,完全な同音異義語型,楽しむ冬の街のイルミネーション,光が空間を「照らす」,てらす,街を「照らす」,仏教の「寺」,お坊さんが修行する場所,「楽しむ冬の街のイルミネーション」とかけて、「お坊さんが修行する場所」と解く。その心は「どちらも『テラス（照らす／寺）』でしょう。」,
,多義語型,楽しむ冬の街のイルミネーション,街を美しく「飾る」,かざる,街を美しく「飾る」,虚勢を張ってうわべを「飾る」,本心を見せない人,「楽しむ冬の街のイルミネーション」とかけて、「本心を見せない人」と解く。その心は「どちらも『飾る』でしょう。」,
,フレーズ・慣用句型,楽しむ冬の街のイルミネーション,光が「点灯する」、明るくなる,あかりがつく,イルミネーションの「明かりが点く」,問題解決の「目処が点く」,困難な問題が解決の糸口を見つけた時,「楽しむ冬の街のイルミネーション」とかけて、「長い間悩んでいた問題」と解く。その心は「どちらも『明かりが点く』でしょう。」,
,完全な同音異義語型,楽しむ冬の街のイルミネーション,夜の闇が「なくなる」,きえる,暗闇が「消える」,借金が「消える」,長年の借金を完済した人,「楽しむ冬の街のイルミネーション」とかけて、「長年の借金を完済した人」と解く。その心は「どちらも『消える』でしょう。」,
,多義語型,楽しむ冬の街のイルミネーション,人々の目を「惹きつける」、注意を集中させる,ひきつける,人々の目を「引きつける」,体を「引きつける」（物理的に近寄る）,講演者の話に集中する聴衆,「楽しむ冬の街のイルミネーション」とかけて、「講演者の話に集中する聴衆」と解く。その心は「どちらも『引きつける』でしょう。」,
,フレーズ・慣用句型,楽しむ冬の街のイルミネーション,幻想的で「夢」のような光景,ゆめをみる,夢のような光景を「見る」,将来の成功を「夢見る」,将来の目標に向かって努力する若者,「楽しむ冬の街のイルミネーション」とかけて、「将来の目標に向かって努力する若者」と解く。その心は「どちらも『夢を見る』でしょう。」,
,多義語型,舌を火傷する熱々のたこ焼き,熱すぎて、食べるのに苦労する,くろうする,熱くて食べるのに苦労する,仕事で苦労する,新米のビジネスパーソン,「舌を火傷する熱々のたこ焼き」とかけて、「新米のビジネスパーソン」と解く。その心は「どちらも『苦労する』でしょう。」,
,完全な同音異義語型,舌を火傷する熱々のたこ焼き,中身の温度が高い,あつい,熱い,厚い,分厚い百科事典,「舌を火傷する熱々のたこ焼き」とかけて、「分厚い百科事典」と解く。その心は「どちらも『あつい』でしょう。」,
,フレーズ・慣用句型,舌を火傷する熱々のたこ焼き,熱さで舌が傷つく,きずつく,舌が傷つく,心が傷つく,失恋したばかりの若者,「舌を火傷する熱々のたこ焼き」とかけて、「失恋したばかりの若者」と解く。その心は「どちらも『傷つく』でしょう。」,
,多義語型,舌を火傷する熱々のたこ焼き,熱すぎて食べるのが大変だ,たいへん,熱くて食べるのが大変だ,物事が困難で大変だ,期末テスト前の学生,「舌を火傷する熱々のたこ焼き」とかけて、「期末テスト前の学生」と解く。その心は「どちらも『大変な時期を迎える』でしょう。」,
,完全な同音異義語型,舌を火傷する熱々のたこ焼き,熱さを冷ますために息を吹きかける,ふく,息を吹く,服を着る,寒い日に出かける人,「舌を火傷する熱々のたこ焼き」とかけて、「寒い日に出かける人」と解く。その心は「どちらも『ふく』でしょう。」,
,フレーズ・慣用句型,舌を火傷する熱々のたこ焼き,冷ますまでに時間がかかる,じかんがかかる,食べるまでに時間がかかる,処理に時間がかかる,膨大な書類の山,「舌を火傷する熱々のたこ焼き」とかけて、「膨大な書類の山」と解く。その心は「どちらも『時間をかけて処理する』でしょう。」,
,完全な同音異義語型,鼻を突くツンとした練り芥子,鼻腔を刺激する力がある,しげき,刺激（感覚）,磁気,磁石,鼻を突くツンとした練り芥子とかけて、磁石と解く。その心は「どちらも『刺激（磁気）がある』でしょう。」,
,完全な同音異義語型,鼻を突くツンとした練り芥子,強い刺激で眠気が覚める,めがさめる,目が覚める（覚醒）,芽が覚める（発芽）,春になり動き出す植物の芽,鼻を突くツンとした練り芥子とかけて、春になり動き出す植物の芽と解く。その心は「どちらも『目が覚める（芽が覚める）』でしょう。」,
,多義語型,鼻を突くツンとした練り芥子,鼻にツンとくる強い刺激,つんとする,ツンとする（刺激）,ツンとする（態度）,高飛車な態度をとる人,鼻を突くツンとした練り芥子とかけて、高飛車な態度をとる人と解く。その心は「どちらも『ツンとする』でしょう。」,
,多義語型,鼻を突くツンとした練り芥子,強烈な刺激がある,しげきがつよい,刺激が強い（感覚）,刺激が強い（影響）,世の中を揺るがすスキャンダル,鼻を突くツンとした練り芥子とかけて、世の中を揺るがすスキャンダルと解く。その心は「どちらも『刺激が強い』でしょう。」,
,フレーズ・慣用句型,鼻を突くツンとした練り芥子,料理の味のアクセントになる,あくせんと,アクセント（味の強調）,アクセント（言葉の抑揚）,外国語を話す時,鼻を突くツンとした練り芥子とかけて、外国語を話す時と解く。その心は「どちらも『アクセントが重要』でしょう。」,
,フレーズ・慣用句型,鼻を突くツンとした練り芥子,強烈な刺激で意識がはっきりする,めがさめる,目が覚める（意識が戻る）,目が覚める（ハッとするような光景）,息をのむような絶景,鼻を突くツンとした練り芥子とかけて、息をのむような絶景と解く。その心は「どちらも『目が覚める』でしょう。」,
,多義語型,重くて手が疲れる鉄のフライパン,料理をする際に腕を物理的に使う、腕が疲れる,うでをふる,腕を振る (物理的に腕を動かす、または腕を使いこなす),腕を振る (才能や能力を存分に発揮する),料理の腕を存分に発揮するシェフ,重くて手が疲れる鉄のフライパンとかけて、料理の腕を存分に発揮するシェフと解く。その心は「どちらも腕を振る」でしょう。,
,フレーズ・慣用句型,重くて手が疲れる鉄のフライパン,非常に重く、持ち上げたり動かしたりするのが大変,てこでもうごかない,梃子でも動かない (物理的に非常に重くて動かせない状態),梃子でも動かない (頑固で意見を変えないこと),自分の意見を頑として譲らない人,重くて手が疲れる鉄のフライパンとかけて、自分の意見を頑として譲らない人と解く。その心は「どちらも梃子でも動かない」でしょう。,
,完全な同音異義語型,重くて手が疲れる鉄のフライパン,油をなじませて焦げ付きにくくする「シーズニング」や、使いこなすための手間,ならす,慣らす (使い慣れるように手入れをする、または使い慣れる),鳴らす (音を出す),授業の開始を知らせるチャイム,重くて手が疲れる鉄のフライパンとかけて、授業の開始を知らせるチャイムと解く。その心は「どちらも『慣らす』、いや『鳴らす』ことが重要でしょう」。,
,多義語型,重くて手が疲れる鉄のフライパン,調理中に高温になる、熱を蓄えている状態,ねつがある,熱がある (物体が高温になっている状態),熱がある (情熱や意欲がある、または体温が高い状態),新しいプロジェクトに意欲満々の若手社員,重くて手が疲れる鉄のフライパンとかけて、新しいプロジェクトに意欲満々の若手社員と解く。その心は「どちらも熱がある」でしょう。,
,フレーズ・慣用句型,重くて手が疲れる鉄のフライパン,料理中に重さで手が疲れて、動作を中断したくなる,てをやすめる,手を休める (物理的に作業を中断し、手を休ませる),手を休める (仕事や作業を中断して休憩すること),長時間の肉体労働の後に一服する職人,重くて手が疲れる鉄のフライパンとかけて、長時間の肉体労働の後に一服する職人と解く。その心は「どちらも手を休める」でしょう。,
,完全な同音異義語型,重くて手が疲れる鉄のフライパン,鉄という「金」属でできている,かね,金 (金属),鐘 (音を鳴らす道具、例えば寺の鐘),大晦日に鳴らされる除夜の鐘,重くて手が疲れる鉄のフライパンとかけて、大晦日に鳴らされる除夜の鐘と解く。その心は「どちらも『かね』でしょう」。,
,完全な同音異義語型,触るとベタつくはちみつの瓶,瓶の蓋や周りが粘りつき、開けるのに苦労する,てこずり,手こずり（扱うのに苦労すること）,手小釣り（釣り方の一つ）,川で魚を釣る人,「触るとベタつくはちみつの瓶」とかけて、「川で魚を釣る人」と解く。その心は「どちらも『手こずり』ます」でしょう。,
,完全な同音異義語型,触るとベタつくはちみつの瓶,時間が経つとハチミツが結晶化して固まる、粘り気が強い,こりかたまる,凝り固まる（液体が固まる様子）,凝り固まる（考えが頑固になる様子）,自分の意見を曲げない頑固な人,「触るとベタつくはちみつの瓶」とかけて、「自分の意見を曲げない頑固な人」と解く。その心は「どちらも『凝り固まる』でしょう。」,
,多義語型,触るとベタつくはちみつの瓶,粘り気が手にまとわりつく、汚れが取れにくい,からむ,絡む（粘液が手に絡みつく）,絡む（厄介な関係や状況に巻き込まれる）,酔っぱらって周りの人にちょっかいを出す人,「触るとベタつくはちみつの瓶」とかけて、「酔っぱらって周りの人にちょっかいを出す人」と解く。その心は「どちらも『絡む』でしょう。」,
,多義語型,触るとベタつくはちみつの瓶,ベタつきで開けにくく、手を洗うなど後処理に時間がかかる,てまがかかる,手間がかかる（扱うのに労力や時間がかかる）,手間がかかる（世話や育成に労力を要する）,手のかかる子供,「触るとベタつくはちみつの瓶」とかけて、「手のかかる子供」と解く。その心は「どちらも『手間がかかる』でしょう。」,
,フレーズ・慣用句型,触るとベタつくはちみつの瓶,物理的に手が汚れる、拭いてもなかなかきれいにならない,てがよごれる,手が汚れる（物理的に手が不潔になる）,手が汚れる（不正や悪事に手を染める）,悪事に加担した政治家,「触るとベタつくはちみつの瓶」とかけて、「悪事に加担した政治家」と解く。その心は「どちらも『手が汚れる』でしょう。」,
,フレーズ・慣用句型,触るとベタつくはちみつの瓶,触ると手がベタついて不快、扱いにくい、面倒な存在,やっかいもの,厄介者（扱いにくい物、面倒な物）,厄介者（周囲に迷惑をかける人や物）,学級の問題児,「触るとベタつくはちみつの瓶」とかけて、「学級の問題児」と解く。その心は「どちらも『厄介者』でしょう。」,
,完全な同音異義語型,キンキンに冷えたジョッキの生ビール,飲んだ後の味の切れ、後味の良さ,きれがいい,キレが良い（味覚の評価）,切れが良い（布地や紙などの品質）,職人が仕立てた上質な浴衣の布地,キンキンに冷えたジョッキの生ビールとかけて、職人が仕立てた上質な浴衣の布地と解く。その心は「どちらもキレ（切れ）が良い」でしょう。,
,完全な同音異義語型,キンキンに冷えたジョッキの生ビール,飲むと顔や体が熱くなる感覚,ほてる,火照る,ホテル,旅行先の宿泊施設,キンキンに冷えたジョッキの生ビールとかけて、旅行先の宿泊施設と解く。その心は「どちらもホテる」でしょう。,
,多義語型,キンキンに冷えたジョッキの生ビール,注がれた泡がジョッキの中で形成される様子,たつ,泡が立つ,計画が立つ,新規事業のプロジェクト計画,キンキンに冷えたジョッキの生ビールとかけて、新規事業のプロジェクト計画と解く。その心は「どちらも立つ」でしょう。,
,多義語型,キンキンに冷えたジョッキの生ビール,勢いよく注ぐと泡や液体が容器から出てしまう様子,あふれる,泡が溢れる、液体が溢れる,才能が溢れる,無限のインスピレーションを持つ芸術家,キンキンに冷えたジョッキの生ビールとかけて、無限のインスピレーションを持つ芸術家と解く。その心は「どちらも溢れる」でしょう。,
,フレーズ・慣用句型,キンキンに冷えたジョッキの生ビール,飲むことで感じる高揚感や良い気分,きぶんがあがる,気分が上がる（高揚する）,気分が上がる（モチベーションが高まる）,努力が実を結び評価されたビジネスパーソン,キンキンに冷えたジョッキの生ビールとかけて、努力が実を結び評価されたビジネスパーソンと解く。その心は「どちらも気分が上がる」でしょう。,
,フレーズ・慣用句型,キンキンに冷えたジョッキの生ビール,注いだ時にきめ細かく豊かな泡が立つ様子,あわだちがいい,泡立ちが良い（ビールの特性）,泡立ちが良い（洗剤などの特性）,髪を優しく洗い上げるシャンプー,キンキンに冷えたジョッキの生ビールとかけて、髪を優しく洗い上げるシャンプーと解く。その心は「どちらも泡立ちがいい」でしょう。,
,完全な同音異義語型,歯が折れそうなほど固い氷砂糖,衝撃で物理的に『砕ける』『壊れる』可能性がある,われる,衝撃で『割れる』,関係が『別れる』,長い付き合いの恋人,歯が折れそうなほど固い氷砂糖とかけて、長い付き合いの恋人と解く。その心は「どちらも『割れる（別れる）』でしょう」。,
,多義語型,歯が折れそうなほど固い氷砂糖,物理的に非常に『硬い』性質,かたい,物理的に非常に『固い』,揺るぎない『固い』決意,目標達成に向けて努力する人,歯が折れそうなほど固い氷砂糖とかけて、目標達成に向けて努力する人と解く。その心は「どちらも『固い』でしょう」。,
,フレーズ・慣用句型,歯が折れそうなほど固い氷砂糖,硬すぎて食べようとしても『困難』である,はがたたない,硬すぎて『歯が立たない』,難しすぎて解決できない『歯が立たない』,難しすぎる問題,歯が折れそうなほど固い氷砂糖とかけて、難しすぎる問題と解く。その心は「どちらも『歯が立たない』でしょう」。,
,完全な同音異義語型,歯が折れそうなほど固い氷砂糖,規則正しい構造を持つ『結晶』体である,けっしょう,鉱物として『結晶』,努力の『結晶』,長年の研究で生まれた新技術,歯が折れそうなほど固い氷砂糖とかけて、長年の研究で生まれた新技術と解く。その心は「どちらも『結晶』でしょう」。,
,多義語型,歯が折れそうなほど固い氷砂糖,その『形を保つ』性質が強い,かたちをたもつ,物理的に『形を保つ』,伝統や組織が『形を保つ』,古い伝統を守り続ける職人の家系,歯が折れそうなほど固い氷砂糖とかけて、古い伝統を守り続ける職人の家系と解く。その心は「どちらも『形を保つ』でしょう」。,
,フレーズ・慣用句型,歯が折れそうなほど固い氷砂糖,溶かすと『甘い液体』になる,あまいしる,溶かして作る『甘い汁』,楽して得られる利益（『甘い汁』を吸う）,ずる賢い政治家,歯が折れそうなほど固い氷砂糖とかけて、ずる賢い政治家と解く。その心は「どちらも『甘い汁』でしょう」。,
,完全な同音異義語型,涙が止まらないすりおろした玉ねぎ,涙で目が潤んだ状態である,うるむ,潤む（涙で目が潤む）,産む（子供を産む）,子宝に恵まれた家庭,「涙が止まらないすりおろした玉ねぎ」とかけて、「子宝に恵まれた家庭」と解く。その心は『どちらも「うるむ」（潤む/産む）でしょう。』,
,完全な同音異義語型,涙が止まらないすりおろした玉ねぎ,食材をすりおろすという調理動作,おろす,卸す（すりおろす）,降ろす（荷物を降ろす）,山小屋に物資を運んだヘリコプター,「涙が止まらないすりおろした玉ねぎ」とかけて、「山小屋に物資を運んだヘリコプター」と解く。その心は『どちらも「おろす」（卸す/降ろす）でしょう。』,
,多義語型,涙が止まらないすりおろした玉ねぎ,味覚的に刺激が強く、辛いと感じる状態,からい,辛い（味覚的な刺激）,辛い（精神的な苦痛）,困難な状況に耐える経営者,「涙が止まらないすりおろした玉ねぎ」とかけて、「困難な状況に耐える経営者」と解く。その心は『どちらも「からい」（辛い）でしょう。』,
,多義語型,涙が止まらないすりおろした玉ねぎ,涙が目から流れ出る状態,ながす,流す（液体が流れ出る）,流す（情報を広める）,世間に根も葉もない噂を広めるゴシップ記者,「涙が止まらないすりおろした玉ねぎ」とかけて、「世間に根も葉もない噂を広めるゴシップ記者」と解く。その心は『どちらも「ながす」（流す）でしょう。』,
,フレーズ・慣用句型,涙が止まらないすりおろした玉ねぎ,刺激が目に達し、その影響が及ぶこと,めにくる,目に来る（刺激が目に達する）,目に来る（魅力的なものが目に入って印象に残る）,鮮やかな色彩で描かれた絵画,「涙が止まらないすりおろした玉ねぎ」とかけて、「鮮やかな色彩で描かれた絵画」と解く。その心は『どちらも「目に来る」でしょう。』,
,フレーズ・慣用句型,涙が止まらないすりおろした玉ねぎ,すりおろされて原形をとどめない状態,めもあてられない,目も当てられない（原形を留めないほど加工された状態）,目も当てられない（ひどい状況で見ていられない）,経営状態が破綻寸前の会社,「涙が止まらないすりおろした玉ねぎ」とかけて、「経営状態が破綻寸前の会社」と解く。その心は『どちらも「目も当てられない」でしょう。』,
,フレーズ・慣用句型,喉が焼けるような強いアルコール度数のお酒,体が熱くなる、感情が高ぶるような感覚,かっとなる,カッとなる（体温が上がり、頭に血が上るような状態）,カッとなる（感情的になり、怒り出す様子）,短気な人,喉が焼けるような強いアルコール度数のお酒とかけて、短気な人と解く。その心は『どちらもカッとなる』でしょう。,
,多義語型,喉が焼けるような強いアルコール度数のお酒,アルコールの効果が体にはっきりと作用する,きく,効く（アルコールが体に作用し、効果を発揮する）,利く（融通が利く、腕が利くなど、物事が都合よく運んだり、能力があること）,融通の利く営業マン,喉が焼けるような強いアルコール度数のお酒とかけて、融通の利く営業マンと解く。その心は『どちらも「きく」でしょう。』,
,完全な同音異義語型,喉が焼けるような強いアルコール度数のお酒,熱い、体を芯から温める,あつい,熱い（温度が高い、体感的に熱い）,厚い（人情に厚い、分厚い本のように厚みがある）,人情に厚い江戸っ子,喉が焼けるような強いアルコール度数のお酒とかけて、人情に厚い江戸っ子と解く。その心は『どちらも「あつい」でしょう。』,
,フレーズ・慣用句型,喉が焼けるような強いアルコール度数のお酒,液体が喉を通過する、刺激を伴う,のどをとおる,喉を通る（液体が食道を通過する）,道理が通る（話や理屈が筋道立っていること）,筋の通ったことを言う人,喉が焼けるような強いアルコール度数のお酒とかけて、筋の通ったことを言う人と解く。その心は『どちらも「のどを通る」でしょう。』,
,多義語型,喉が焼けるような強いアルコール度数のお酒,刺激的で、味覚的に強い,からい,辛い（喉への刺激が強く、痛いような感覚）,辛い（塩分が多く、味が塩辛い）,汗をかくような激辛料理,喉が焼けるような強いアルコール度数のお酒とかけて、汗をかくような激辛料理と解く。その心は『どちらも「からい」でしょう。』,
,完全な同音異義語型,喉が焼けるような強いアルコール度数のお酒,喉が焼けるような熱さ、火照り,えん,炎（喉が焼けるような熱さや強い刺激を炎に例える）,縁（人との繋がりや巡り合わせ）,良縁を求める男女,喉が焼けるような強いアルコール度数のお酒とかけて、良縁を求める男女と解く。その心は『どちらも「えん」でしょう。』,
,完全な同音異義語型,指を切る鋭い缶詰のフタ,鋭利な切れ端、危険性。,は,刃（切り口が刃のように鋭利であること）,歯（動物の歯、噛み砕く機能）,獲物を噛み砕く肉食獣,「指を切る鋭い缶詰のフタ」とかけて、「獲物を噛み砕く肉食獣」と解く。その心は「どちらも『は』があるでしょう。」,
,完全な同音異義語型,指を切る鋭い缶詰のフタ,製造上の危険な性質、不良品。,けっかん,欠陥（指を切ってしまうような製品の危険性）,血管（血液が流れる管）,健康診断の結果を待つ人,「指を切る鋭い缶詰のフタ」とかけて、「健康診断の結果を待つ人」と解く。その心は「どちらも『けっかん』があると困るでしょう。」,
,多義語型,指を切る鋭い缶詰のフタ,鋭利で物を断ち切る能力がある。,きれる,切れる（刃物が鋭利で、指などを切断する能力がある）,切れる（才能が優れている、仕事が迅速である）,仕事が速くて有能なビジネスパーソン,「指を切る鋭い缶詰のフタ」とかけて、「仕事が速くて有能なビジネスパーソン」と解く。その心は「どちらも『切れる』でしょう。」,
,多義語型,指を切る鋭い缶詰のフタ,缶の蓋を物理的に「開ける」動作。,あける,開ける（缶の蓋を開放する）,空ける（場所や時間を空にする、譲る）,混雑した場所で道を譲る人,「指を切る鋭い缶詰のフタ」とかけて、「混雑した場所で道を譲る人」と解く。その心は「どちらも『開ける』でしょう。」,
,フレーズ・慣用句型,指を切る鋭い缶詰のフタ,危険を伴うため、注意を怠ると怪我をする。,ゆだんたいでき,油断大敵（取り扱いに注意しないと怪我をする、危険な対象）,油断大敵（気を抜くと失敗する、勝敗を分ける要因）,勝負の途中で気を緩めた選手,「指を切る鋭い缶詰のフタ」とかけて、「勝負の途中で気を緩めた選手」と解く。その心は「どちらも『油断大敵』でしょう。」,
,フレーズ・慣用句型,指を切る鋭い缶詰のフタ,安全に扱うためには、細心の注意や工夫が必要である。,てまがかかる,手間がかかる（安全に開けるには細心の注意や工夫が必要）,手間がかかる（労力や時間を要する作業や準備）,凝った料理を作るシェフ,「指を切る鋭い缶詰のフタ」とかけて、「凝った料理を作るシェフ」と解く。その心は「どちらも『手間がかかる』でしょう。」,
,完全な同音異義語型,焦げ臭い真っ黒なトースト,焦げて黒くなっている,こげ,焦げ,苔,日陰の石段,焦げ臭い真っ黒なトーストとかけて、日陰の石段と解く。その心は「どちらも『コケ』がある」でしょう。,
,完全な同音異義語型,焦げ臭い真っ黒なトースト,炭のようになってしまう,すみ,炭,墨,書道家,焦げ臭い真っ黒なトーストとかけて、書道家と解く。その心は「どちらも『炭（墨）』になる」でしょう。,
,多義語型,焦げ臭い真っ黒なトースト,原型を留めず、食べ物として機能しなくなる,だいなし,台無し,台無し,入念に立てた計画,焦げ臭い真っ黒なトーストとかけて、入念に立てた計画と解く。その心は「どちらも『台無し』になる」でしょう。,
,多義語型,焦げ臭い真っ黒なトースト,焼かれすぎて温度が高い,あつい,熱い,厚い,分厚い辞書,焦げ臭い真っ黒なトーストとかけて、分厚い辞書と解く。その心は「どちらも『熱い（厚い）』」でしょう。,
,フレーズ・慣用句型,焦げ臭い真っ黒なトースト,焦げていて外観が良くない,みためがわるい,見た目が悪い,見た目が悪い,素行の悪い人物,焦げ臭い真っ黒なトーストとかけて、素行の悪い人物と解く。その心は「どちらも『見た目が悪い』」でしょう。,
,フレーズ・慣用句型,焦げ臭い真っ黒なトースト,失敗して、食べ物として機能しなくなる,ものにならない,物にならない,物にならない,才能が伸び悩む新人,焦げ臭い真っ黒なトーストとかけて、才能が伸び悩む新人と解く。その心は「どちらも『物にならない』」でしょう。,
,完全な同音異義語型,むせ返るような激辛スパイス,刺激で体が熱くなり汗が出る,はっかん,発汗（汗をかくこと）,発刊（本や雑誌を出すこと）,新しい雑誌,むせ返るような激辛スパイスとかけて、新しい雑誌と解く。その心は『どちらも発刊する』でしょう。,
,完全な同音異義語型,むせ返るような激辛スパイス,その辛さが口の中に長く残る,のこる,残る（味が口に長く留まる）,遺る（後世に功績が伝わる）,偉人の功績,むせ返るような激辛スパイスとかけて、偉人の功績と解く。その心は『どちらも後世に遺る』でしょう。,
,多義語型,むせ返るような激辛スパイス,刺激で口の中や体が熱くなる,あつい,熱い（刺激による体温上昇や感覚）,熱い（感情や関係性の深さ）,友情,むせ返るような激辛スパイスとかけて、友情と解く。その心は『どちらも熱い』でしょう。,
,多義語型,むせ返るような激辛スパイス,強烈な刺激で眠気が覚める,めがさめる,目が覚める（眠気がなくなる）,目が覚める（新しい才能や事実に気づく）,新しい才能に気づいた人,むせ返るような激辛スパイスとかけて、新しい才能に気づいた人と解く。その心は『どちらも目が覚める』でしょう。,
,フレーズ・慣用句型,むせ返るような激辛スパイス,辛さの刺激が長く続き、忘れられない,あとをひく,後を引く（辛さの感覚が残る）,後を引く（悪影響が長く続く）,過去の失敗,むせ返るような激辛スパイスとかけて、過去の失敗と解く。その心は『どちらも後を引く』でしょう。,
,フレーズ・慣用句型,むせ返るような激辛スパイス,舌が麻痺するような強い刺激,しびれる,痺れる（辛さで舌が麻痺する）,痺れる（感動して体が動かなくなる）,見事な演奏を披露するミュージシャン,むせ返るような激辛スパイスとかけて、見事な演奏を披露するミュージシャンと解く。その心は『どちらも人を痺れさせる』でしょう。,
